Order_ID,Order_Date,Sales_Channel,Region,Gender_Category,Product_Line,Product_Name,Product_Type,Size_Type,Clean_Size,Clean_units,Clean_MRP,Clean_Discount,New_Revenue ,Profit,Profit_category,Row_Check
2078,7/14/2025,Online,Pune,Kids,Basketball,Air Jordan,Shoe,Numeric,10,4.00,"$4,251.74",62.60%,"$17,006.96",2345.35,High_Profit,Clean
2081,11/21/2023,Online,Mumbai,Women,Basketball,LeBron 20,Shoe,Numeric,0,0.00,"$6,970.47",62.60%,$0.00,262.79,Low_Profit,Clean
2088,12/24/2023,Online,Mumbai,Men,Training,Metcon 7,Clothing,Text,M,2.00,"$5,996.89",60.19%,$0.00,408.39,Low_Profit,Clean
2090,10/11/2024,Online,Kolkata,Men,Soccer,Mercurial Superfly,Shoe,Numeric,10,0.00,"$6,211.46",45.00%,$0.00,1742.66,High_Profit,Clean
2092,4/26/2025,Online,Bangalore,Women,Running,Free RN,Shoe,Numeric,10,4.00,"$6,045.67",63.91%,$0.00,2702.93,High_Profit,Clean
2093,2/12/2024,Online,Mumbai,Women,Training,Flex Trainer,Clothing,Text,L,2.00,"$6,874.77",60.00%,"$5,499.82",-1076.66,Loss,Clean
2097,,Online,Kolkata,Men,Running,Free RN,Shoe,Numeric,10,0.00,"$6,045.67",29.00%,$0.00,-146.73,Loss,Clean
2098,10/11/2024,Retail,Delhi,Kids,Training,Flex Trainer,Clothing,Text,M,1.00,"$4,276.36",60.19%,"$4,276.36",2974.58,High_Profit,Clean
2100,12/24/2024,Online,Kolkata,Men,Running,Pegasus Turbo,Shoe,Numeric,10,2.00,"$6,058.47",63.91%,$0.00,288.66,Low_Profit,Clean
2103,1/2/2025,Retail,Mumbai,Kids,Soccer,Mercurial Superfly,Shoe,Numeric,10,2.00,"$6,211.46",32.00%,$0.00,360.97,Low_Profit,Clean
2104,7/11/2025,Retail,Mumbai,Kids,Soccer,Phantom GT,Shoe,Numeric,8,1.00,"$5,937.52",64.03%,"$5,937.52",2287.57,High_Profit,Clean
2109,11/17/2024,Retail,Mumbai,Kids,Training,Metcon 7,Clothing,Text,M,2.00,"$5,744.70",60.19%,"$11,489.40",1716.04,High_Profit,Clean
2111,8/30/2024,Online,Hyderabad,Women,Running,React Infinity,Shoe,Numeric,10,4.00,"$6,291.92",63.91%,$0.00,-184.69,Loss,Clean
2113,1/29/2025,Retail,Kolkata,Kids,Basketball,Zoom Freak,Shoe,Numeric,10,0.00,"$6,389.62",62.60%,$0.00,3791.88,High_Profit,Clean
2114,12/25/2024,Retail,Pune,Kids,Running,Air Zoom,Shoe,Numeric,12,1.00,"$5,924.06",42.00%,$0.00,-259.29,Loss,Clean
2118,12/19/2023,Retail,Pune,Women,Training,Flex Trainer,Clothing,Text,XL,1.00,"$3,167.33",53.00%,"$1,488.65",1567.37,High_Profit,Clean
2119,,Online,Kolkata,Kids,Soccer,Phantom GT,Shoe,Numeric,6,2.00,"$7,607.45",64.03%,"$15,214.90",1969.03,High_Profit,Clean
2122,10/30/2024,Online,Pune,Women,Training,SuperRep Go,Clothing,Text,L,0.00,"$7,645.96",60.19%,$0.00,2037.43,High_Profit,Clean
2123,9/21/2023,Online,Hyderabad,Kids,Basketball,Zoom Freak,Shoe,Numeric,10,2.00,"$8,426.54",62.60%,"$16,853.08",2696.85,High_Profit,Clean
2127,11/20/2023,Retail,Bangalore,Kids,Soccer,Mercurial Superfly,Shoe,Numeric,0,0.00,"$6,211.46",64.03%,$0.00,1078.48,High_Profit,Clean
2135,9/14/2024,Online,Bangalore,Men,Soccer,Premier III,Shoe,Numeric,10,3.00,"$5,697.14",24.00%,$0.00,2962.75,High_Profit,Clean
2137,,Online,Delhi,Men,Running,Free RN,Shoe,Numeric,10,2.00,"$6,045.67",63.91%,$0.00,3882.22,High_Profit,Clean
2140,11/3/2024,Retail,Hyderabad,Men,Basketball,Zoom Freak,Shoe,Numeric,10,2.00,"$9,106.61",74.00%,"$4,735.44",2422.38,High_Profit,Clean
2141,9/15/2024,Online,Pune,Kids,Training,ZoomX Invincible,Clothing,Text,L,1.00,"$6,630.32",60.19%,$0.00,3672.24,High_Profit,Clean
2142,1/12/2025,Online,Delhi,Men,Soccer,Phantom GT,Shoe,Numeric,0,0.00,"$5,222.02",95.00%,$0.00,1796.76,High_Profit,Clean
2143,6/14/2025,Online,Mumbai,Men,Running,Pegasus Turbo,Shoe,Numeric,11,2.00,"$8,055.20",63.91%,"$16,110.40",1840.09,High_Profit,Clean
2149,3/30/2025,Online,Kolkata,Women,Lifestyle,Waffle One,Clothing,Text,M,4.00,"$5,774.78",65.40%,$0.00,2385.1,High_Profit,Clean
2150,7/30/2024,Online,Bangalore,Men,Lifestyle,Blazer Mid,Clothing,Text,M,0.00,"$6,107.63",67.00%,$0.00,1335.45,High_Profit,Clean
2155,6/7/2025,Online,Bangalore,Women,Basketball,LeBron 20,Shoe,Numeric,10,2.00,"$3,313.21",48.00%,"$3,445.74",3221.62,High_Profit,Clean
2156,5/27/2025,Online,Bangalore,Kids,Soccer,Tiempo Legend,Shoe,Numeric,10,4.00,"$5,619.75",64.03%,"$22,479.00",2000.85,High_Profit,Clean
2158,8/18/2024,Retail,Pune,Men,Running,React Infinity,Shoe,Numeric,0,0.00,"$6,291.92",9.00%,$0.00,1246.58,High_Profit,Clean
2160,4/1/2025,Online,Hyderabad,Men,Soccer,Phantom GT,Shoe,Numeric,0,3.00,"$6,237.40",64.03%,$0.00,1475.15,High_Profit,Clean
2161,8/31/2024,Online,Pune,Men,Soccer,Tiempo Legend,Shoe,Numeric,10,0.00,"$5,732.20",64.03%,$0.00,-286.07,Loss,Clean
2162,4/29/2025,Online,Delhi,Kids,Soccer,Premier III,Shoe,Numeric,0,1.00,"$5,697.14",64.03%,$0.00,-701.01,Loss,Clean
2164,1/28/2025,Retail,Delhi,Women,Training,ZoomX Invincible,Clothing,Text,XL,2.00,"$3,987.65",60.19%,"$7,975.30",2781.72,High_Profit,Clean
2166,3/1/2025,Online,Pune,Kids,Lifestyle,Waffle One,Clothing,Text,M,0.00,"$5,119.41",80.00%,$0.00,1956.8,High_Profit,Clean
2169,10/23/2024,Online,Pune,Women,Soccer,Mercurial Superfly,Shoe,Numeric,8,0.00,"$6,211.46",95.00%,$0.00,-872.9,Loss,Clean
2170,11/11/2024,Retail,Kolkata,Kids,Training,SuperRep Go,Clothing,Text,L,4.00,"$4,577.65",60.19%,"$18,310.60",2460.19,High_Profit,Clean
2173,1/2/2025,Retail,Mumbai,Men,Running,React Infinity,Shoe,Numeric,10,3.00,"$3,055.79",63.91%,"$9,167.37",1259.58,High_Profit,Clean
2175,12/14/2024,Retail,Delhi,Kids,Training,Flex Trainer,Clothing,Text,M,4.00,"$4,046.05",1.00%,"$16,022.36",1057.58,High_Profit,Clean
2176,6/28/2025,Online,Kolkata,Kids,Lifestyle,Air Force 1,Clothing,Text,M,0.00,"$6,264.64",65.40%,$0.00,3218.82,High_Profit,Clean
2182,4/1/2025,Online,Bangalore,Men,Soccer,Mercurial Superfly,Shoe,Numeric,0,4.00,"$6,211.46",64.03%,$0.00,3908.28,High_Profit,Clean
2184,10/28/2024,Retail,Bangalore,Men,Running,Free RN,Shoe,Numeric,0,1.00,"$6,045.67",63.91%,$0.00,-983.37,Loss,Clean
2185,1/26/2024,Retail,Pune,Women,Training,ZoomX Invincible,Clothing,Text,M,3.00,"$6,630.32",60.19%,$0.00,3135.92,High_Profit,Clean
2187,1/6/2025,Retail,Delhi,Women,Lifestyle,Air Force 1,Clothing,Text,XL,2.00,"$6,264.64",65.40%,$0.00,419.58,Low_Profit,Clean
2190,,Retail,Hyderabad,Men,Soccer,Mercurial Superfly,Shoe,Numeric,10,4.00,"$6,211.46",64.03%,$0.00,1980.73,High_Profit,Clean
2191,6/8/2025,Online,Kolkata,Women,Training,ZoomX Invincible,Clothing,Text,XL,4.00,"$4,207.44",59.00%,"$6,900.20",-615.48,Loss,Clean
2192,6/8/2025,Retail,Bangalore,Men,Running,React Infinity,Shoe,Numeric,0,0.00,"$6,291.92",63.91%,$0.00,540.83,High_Profit,Clean
2195,10/2/2024,Online,Hyderabad,Men,Training,SuperRep Go,Clothing,Text,L,3.00,"$5,642.50",90.00%,$0.00,3628.46,High_Profit,Clean
2197,9/28/2024,Retail,Pune,Men,Lifestyle,Air Force 1,Clothing,Text,M,3.00,"$6,264.64",65.40%,$0.00,-1032.88,Loss,Clean
2202,6/30/2025,Online,Delhi,Kids,Soccer,Premier III,Shoe,Numeric,10,2.00,"$2,708.73",64.03%,"$5,417.46",925.63,High_Profit,Clean
2203,10/6/2024,Online,Bangalore,Kids,Training,ZoomX Invincible,Clothing,Text,L,3.00,"$6,630.32",60.19%,$0.00,-418.5,Loss,Clean
2204,1/5/2025,Online,Pune,Men,Training,SuperRep Go,Clothing,Text,M,4.00,"$5,642.50",65.00%,$0.00,-169.33,Loss,Clean
2205,1/5/2025,Retail,Kolkata,Men,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,697.14",64.03%,$0.00,389.94,Low_Profit,Clean
2206,,Online,Delhi,Men,Basketball,Air Jordan,Shoe,Numeric,9,3.00,"$5,570.72",62.60%,"$16,712.16",1513.76,High_Profit,Clean
2209,7/4/2025,Online,Pune,Men,Lifestyle,Air Force 1,Clothing,Text,M,0.00,"$6,903.22",65.40%,$0.00,1556.95,High_Profit,Clean
2212,4/24/2025,Retail,Pune,Women,Running,React Infinity,Shoe,Numeric,10,0.00,"$6,291.92",63.91%,$0.00,-467.52,Loss,Clean
2213,4/24/2025,Online,Delhi,Men,Training,Flex Trainer,Clothing,Text,M,2.00,"$6,095.99",60.19%,$0.00,-524.85,Loss,Clean
2218,2/27/2024,Retail,Bangalore,Kids,Training,Metcon 7,Clothing,Text,M,4.00,"$5,996.89",94.00%,$0.00,2372.82,High_Profit,Clean
2221,,Retail,Mumbai,Men,Basketball,LeBron 20,Shoe,Numeric,10,2.00,"$5,016.03",62.60%,"$10,032.06",1446,High_Profit,Clean
2222,12/16/2024,Online,Kolkata,Men,Basketball,Zoom Freak,Shoe,Numeric,10,3.00,"$6,389.62",36.00%,$0.00,3254.06,High_Profit,Clean
2223,12/16/2024,Online,Hyderabad,Women,Lifestyle,Air Force 1,Clothing,Text,M,1.00,"$3,111.62",65.40%,"$3,111.62",2617.56,High_Profit,Clean
2225,4/15/2025,Online,Bangalore,Kids,Soccer,Premier III,Shoe,Numeric,6,2.00,"$5,697.14",64.03%,$0.00,1440.02,High_Profit,Clean
2229,1/6/2024,Retail,Mumbai,Kids,Lifestyle,Waffle One,Clothing,Text,L,2.00,"$3,375.97",65.40%,"$6,751.94",-297.05,Loss,Clean
2230,12/21/2024,Retail,Mumbai,Men,Training,ZoomX Invincible,Clothing,Text,XL,2.00,"$8,897.19",11.00%,"$15,837.00",2821.69,High_Profit,Clean
2243,11/17/2024,Online,Kolkata,Men,Lifestyle,Air Force 1,Clothing,Text,XL,0.00,"$6,264.64",65.40%,$0.00,2398.07,High_Profit,Clean
2245,2/26/2025,Retail,Bangalore,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,1.00,"$5,254.47",62.60%,"$5,254.47",2459.63,High_Profit,Clean
2248,6/26/2025,Online,Delhi,Kids,Training,SuperRep Go,Clothing,Text,M,3.00,"$4,348.86",60.19%,"$13,046.58",662.02,High_Profit,Clean
2255,7/11/2024,Online,Delhi,Kids,Training,Metcon 7,Clothing,Text,L,2.00,"$5,996.89",60.19%,$0.00,1904.11,High_Profit,Clean
2259,1/16/2024,Online,Bangalore,Men,Training,Metcon 7,Clothing,Text,M,4.00,"$8,249.96",24.00%,"$25,079.88",1625.14,High_Profit,Clean
2262,11/1/2025,Online,Hyderabad,Men,Basketball,Air Jordan,Shoe,Numeric,0,2.00,"$9,593.65",62.60%,"$19,187.30",1592.5,High_Profit,Clean
2264,5/18/2025,Online,Bangalore,Men,Training,Flex Trainer,Clothing,Text,M,0.00,"$6,095.99",60.19%,$0.00,1516.72,High_Profit,Clean
2268,2/9/2025,Online,Mumbai,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,1.00,"$5,597.17",62.60%,$0.00,-365.42,Loss,Clean
2271,12/12/2024,Retail,Pune,Women,Lifestyle,Dunk Low,Clothing,Text,M,2.00,"$6,079.66",65.40%,$0.00,-352.18,Loss,Clean
2274,9/15/2024,Retail,Pune,Women,Running,Pegasus Turbo,Shoe,Numeric,10,0.00,"$6,058.47",63.91%,$0.00,3146.93,High_Profit,Clean
2275,10/8/2024,Online,Kolkata,Women,Soccer,Premier III,Shoe,Numeric,10,0.00,"$5,172.14",64.03%,$0.00,2510.55,High_Profit,Clean
2280,11/16/2023,Online,Kolkata,Men,Soccer,Mercurial Superfly,Shoe,Numeric,10,3.00,"$7,330.81",64.03%,"$21,992.43",518.71,High_Profit,Clean
2281,7/14/2024,Retail,Mumbai,Women,Training,ZoomX Invincible,Clothing,Text,M,4.00,"$6,424.32",60.19%,"$25,697.28",-405.26,Loss,Clean
2284,10/21/2024,Retail,Delhi,Women,Training,ZoomX Invincible,Clothing,Text,XL,1.00,"$7,338.57",60.19%,"$7,338.57",3680.24,High_Profit,Clean
2286,6/13/2025,Online,Bangalore,Women,Training,Metcon 7,Clothing,Text,M,4.00,"$5,996.89",45.00%,$0.00,2561.89,High_Profit,Clean
2293,7/13/2025,Retail,Kolkata,Kids,Lifestyle,Waffle One,Clothing,Text,M,2.00,"$5,774.78",65.40%,$0.00,1753.48,High_Profit,Clean
2295,8/21/2024,Retail,Delhi,Men,Soccer,Mercurial Superfly,Shoe,Numeric,10,1.00,"$6,211.46",64.03%,$0.00,468.59,Low_Profit,Clean
2299,10/16/2024,Online,Mumbai,Women,Running,React Infinity,Shoe,Numeric,9,3.00,"$6,291.92",63.91%,$0.00,-650.68,Loss,Clean
2305,5/13/2025,Retail,Mumbai,Women,Basketball,Air Jordan,Shoe,Numeric,10,3.00,"$6,123.52",62.60%,$0.00,2525.87,High_Profit,Clean
2313,9/5/2025,Online,Hyderabad,Kids,Soccer,Phantom GT,Shoe,Numeric,0,2.00,"$6,237.40",77.00%,$0.00,2596.8,High_Profit,Clean
2314,8/17/2024,Retail,Delhi,Men,Basketball,Air Jordan,Shoe,Numeric,10,3.00,"$6,331.64",78.00%,"$4,178.88",3380.28,High_Profit,Clean
2316,2/27/2025,Retail,Hyderabad,Women,Running,Air Zoom,Shoe,Numeric,10,0.00,"$5,924.06",63.91%,$0.00,1489.99,High_Profit,Clean
2317,12/24/2024,Retail,Hyderabad,Kids,Running,Free RN,Shoe,Numeric,10,2.00,"$2,504.09",63.91%,"$5,008.18",2971.55,High_Profit,Clean
2320,11/10/2024,Retail,Bangalore,Kids,Basketball,Air Jordan,Shoe,Numeric,0,1.00,"$8,267.56",29.00%,"$5,869.97",476.25,Low_Profit,Clean
2321,6/18/2025,Retail,Kolkata,Women,Running,Free RN,Shoe,Numeric,10,2.00,"$9,369.10",63.91%,"$18,738.20",2390.7,High_Profit,Clean
2322,5/1/2025,Online,Bangalore,Men,Running,Pegasus Turbo,Shoe,Numeric,0,0.00,"$6,058.47",65.00%,$0.00,2282.01,High_Profit,Clean
2325,9/25/2024,Online,Delhi,Women,Training,Flex Trainer,Clothing,Text,M,4.00,"$6,095.99",26.00%,$0.00,495.62,Low_Profit,Clean
2327,9/30/2024,Online,Delhi,Women,Training,SuperRep Go,Clothing,Text,M,0.00,"$5,642.50",60.19%,$0.00,480.74,Low_Profit,Clean
2328,9/12/2024,Retail,Mumbai,Women,Soccer,Mercurial Superfly,Shoe,Numeric,10,2.00,"$6,211.46",86.00%,$0.00,1505.11,High_Profit,Clean
2330,12/11/2024,Retail,Delhi,Men,Soccer,Phantom GT,Shoe,Numeric,10,1.00,"$6,237.40",39.00%,$0.00,3862.6,High_Profit,Clean
2332,4/4/2025,Retail,Delhi,Men,Soccer,Phantom GT,Shoe,Numeric,11,2.00,"$6,237.40",25.00%,$0.00,1894.17,High_Profit,Clean
2336,7/4/2025,Retail,Delhi,Women,Running,Pegasus Turbo,Shoe,Numeric,10,0.00,"$8,016.24",63.91%,$0.00,1333.86,High_Profit,Clean
2338,2/27/2025,Online,Kolkata,Women,Soccer,Mercurial Superfly,Shoe,Numeric,10,0.00,"$6,211.46",21.00%,$0.00,2640.1,High_Profit,Clean
2339,5/18/2025,Online,Kolkata,Men,Basketball,Zoom Freak,Shoe,Numeric,10,0.00,"$8,031.83",56.00%,$0.00,3954.38,High_Profit,Clean
2340,10/12/2024,Retail,Kolkata,Women,Lifestyle,Dunk Low,Clothing,Text,XL,4.00,"$9,936.94",65.40%,"$39,747.76",2047.65,High_Profit,Clean
2341,3/21/2025,Retail,Delhi,Men,Training,Flex Trainer,Clothing,Text,XL,4.00,"$6,640.67",60.19%,"$26,562.68",3402.41,High_Profit,Clean
2342,9/11/2024,Online,Mumbai,Men,Lifestyle,Waffle One,Clothing,Text,M,2.00,"$6,449.46",29.00%,"$9,158.23",39.69,Low_Profit,Clean
2343,5/6/2025,Online,Mumbai,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,4.00,"$4,981.26",62.60%,"$19,925.04",1833.07,High_Profit,Clean
2348,6/6/2024,Retail,Mumbai,Women,Training,SuperRep Go,Clothing,Text,L,4.00,"$5,642.50",82.00%,$0.00,-80.25,Loss,Clean
2349,1/5/2024,Online,Mumbai,Women,Running,Free RN,Shoe,Numeric,10,0.00,"$5,620.64",63.91%,$0.00,217.22,Low_Profit,Clean
2350,10/22/2023,Online,Pune,Kids,Soccer,Mercurial Superfly,Shoe,Numeric,8,4.00,"$8,482.43",64.03%,"$33,929.72",3854.71,High_Profit,Clean
2353,,Retail,Kolkata,Women,Basketball,LeBron 20,Shoe,Numeric,10,4.00,"$6,129.75",62.60%,$0.00,3196.02,High_Profit,Clean
2354,8/7/2024,Online,Mumbai,Women,Running,Free RN,Shoe,Numeric,7,3.00,"$6,045.67",91.00%,$0.00,-425.99,Loss,Clean
2357,11/22/2024,Retail,Kolkata,Women,Basketball,Zoom Freak,Shoe,Numeric,0,0.00,"$7,507.91",62.60%,$0.00,1900.24,High_Profit,Clean
2359,6/21/2025,Retail,Hyderabad,Men,Running,React Infinity,Shoe,Numeric,0,0.00,"$6,291.92",63.91%,$0.00,3039.05,High_Profit,Clean
2363,10/25/2023,Online,Delhi,Kids,Soccer,Tiempo Legend,Shoe,Numeric,10,3.00,"$5,732.20",64.03%,$0.00,-902.62,Loss,Clean
2364,3/21/2025,Retail,Delhi,Men,Running,Air Zoom,Shoe,Numeric,0,4.00,"$8,228.88",63.91%,"$32,915.52",2494.5,High_Profit,Clean
2365,7/29/2024,Retail,Pune,Men,Basketball,LeBron 20,Shoe,Numeric,11,3.00,"$4,179.34",62.60%,"$12,538.02",2363.69,High_Profit,Clean
2367,10/3/2024,Retail,Bangalore,Kids,Training,ZoomX Invincible,Clothing,Text,M,0.00,"$6,630.32",22.00%,$0.00,818.35,High_Profit,Clean
2368,9/6/2024,Online,Hyderabad,Men,Basketball,Kyrie Flytrap,Shoe,Numeric,10,0.00,"$5,597.17",62.60%,$0.00,1445.09,High_Profit,Clean
2369,7/26/2024,Retail,Bangalore,Women,Lifestyle,Waffle One,Clothing,Text,L,1.00,"$5,774.78",65.40%,$0.00,-887.83,Loss,Clean
2372,2/24/2025,Online,Pune,Men,Basketball,LeBron 20,Shoe,Numeric,10,4.00,"$6,129.75",62.60%,$0.00,1819.6,High_Profit,Clean
2382,11/12/2024,Online,Bangalore,Kids,Lifestyle,Dunk Low,Clothing,Text,XL,4.00,"$6,202.99",84.00%,"$3,969.91",-202.12,Loss,Clean
2385,11/7/2025,Online,Hyderabad,Men,Basketball,LeBron 20,Shoe,Numeric,10,0.00,"$4,248.21",50.00%,$0.00,2427.86,High_Profit,Clean
2386,2/4/2025,Online,Delhi,Men,Running,Pegasus Turbo,Shoe,Numeric,10,2.00,"$6,058.47",63.91%,$0.00,867.37,High_Profit,Clean
2387,4/15/2025,Online,Kolkata,Kids,Training,Flex Trainer,Clothing,Text,M,1.00,"$6,095.99",5.00%,$0.00,3424.65,High_Profit,Clean
2395,2/7/2025,Online,Mumbai,Men,Basketball,LeBron 20,Shoe,Numeric,0,4.00,"$6,129.75",62.60%,$0.00,2438.24,High_Profit,Clean
2397,4/9/2024,Online,Mumbai,Men,Lifestyle,Air Force 1,Clothing,Text,L,4.00,"$6,264.64",65.40%,$0.00,3289.77,High_Profit,Clean
2398,9/12/2024,Retail,Delhi,Men,Soccer,Phantom GT,Shoe,Numeric,10,1.00,"$7,932.85",64.03%,"$7,932.85",2707.27,High_Profit,Clean
2402,3/9/2024,Retail,Mumbai,Men,Lifestyle,Waffle One,Clothing,Text,L,4.00,"$5,774.78",65.40%,$0.00,787.42,High_Profit,Clean
2407,9/21/2024,Online,Pune,Women,Basketball,Kyrie Flytrap,Shoe,Numeric,0,3.00,"$5,597.17",62.60%,$0.00,1042.09,High_Profit,Clean
2408,9/2/2024,Retail,Bangalore,Kids,Running,Air Zoom,Shoe,Numeric,10,1.00,"$5,321.46",63.91%,"$5,321.46",2587.26,High_Profit,Clean
2409,10/8/2024,Online,Delhi,Women,Basketball,Kyrie Flytrap,Shoe,Numeric,10,0.00,"$7,901.16",77.00%,$0.00,-406.39,Loss,Clean
2412,10/3/2024,Retail,Kolkata,Women,Training,ZoomX Invincible,Clothing,Text,XL,4.00,"$6,820.42",60.19%,"$27,281.68",3842.85,High_Profit,Clean
2416,7/8/2025,Online,Pune,Kids,Soccer,Premier III,Shoe,Numeric,10,1.00,"$5,697.14",64.03%,$0.00,85,Low_Profit,Clean
